0.4927609141;0.6569227765
0.5242991727;0.6557469172
0.5291424494;0.6339756743
0.5034383599;0.6498540513
0.5068948346;0.6655759156
0.5347796237;0.6601111706
0.5204950265;0.6787360877
0.5513397453;0.6435528969
0.5684522946;0.6399784627
0.560647906;0.6898699127
0.5626382199;0.6549507703
0.5694870035;0.6611002469
0.5699725593;0.6621141675
0.5692299338;0.6856428883
0.598441905;0.646180981
0.6033948406;0.6526484142
0.5998428227;0.6480451398
0.5538413034;0.6951851184
0.5639703167;0.6853239391
0.5684280949;0.6899438267
0.5638287933;0.7237954536
0.5777947429;0.7251605034
0.5810438272;0.727091669
0.5559600351;0.7188148903
0.5593942579;0.7271779802
0.5658717821;0.7269788068
0.5628181675;0.7075283943
0.5536789363;0.7159225659
0.5558721304;0.6992764316
0.5575326259;0.6880226905
0.5514530235;0.7000366251
0.5488576634;0.7017872739
0.5519385892;0.6976243724
0.5608379074;0.6942901924
0.5653883061;0.6995773468
0.5677747889;0.7014507074
0.5706521;0.6975720691
0.5715011047;0.6987667504
0.5690472311;0.6969363401
0.5699793209;0.6972730986
0.5717069808;0.6951797499
0.5681957498;0.6886278965
0.5661648086;0.6908045996
0.5677822914;0.6903350286
0.5719861178;0.6895575631
0.5594240931;0.6890984968
0.5452622407;0.6909781226
0.5165649235;0.6730776874
0.5173307469;0.6402012544
0.4879139892;0.5764526615
0.4574167426;0.4639623683
0.4329433445;0.4276625868
0.3552411353;0.4082988943
0.352921385;0.4046845678
0.3711502829;0.4966321706
0.4127104392;0.5190846085
0.4516733273;0.5179883375
0.4852455152;0.5180434
0.4928340512;0.5156360951
0.4678108215;0.5122005179
0.4497101648;0.5078029729
